party,rank,points,penalty,successfulHackCount,unsuccessfulHackCount,problemResults
"{'contestId': 2049, 'participantId': 199687018, 'members': [{'handle': 'rainboy'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 595, 'startTimeSeconds': 1734705300}",1,5327.0,0,0,0,"[{'points': 0.0, 'rejectedAttemptCount': 0, 'type': 'FINAL'}, {'points': 0.0, 'rejectedAttemptCount': 0, 'type': 'FINAL'}, {'points': 0.0, 'rejectedAttemptCount': 0, 'type': 'FINAL'}, {'points': 1288.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 4013}, {'points': 1746.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 3401}, {'points': 2293.0, 'rejectedAttemptCount': 1, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 2254}]"
"{'contestId': 2049, 'participantId': 199739020, 'members': [{'handle': 'not_natural_fruits'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 142, 'startTimeSeconds': 1734705300}",2,5325.0,0,0,0,"[{'points': 492.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 282}, {'points': 599.0, 'rejectedAttemptCount': 2, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 1041}, {'points': 908.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 1432}, {'points': 1526.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 1941}, {'points': 1800.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 3023}, {'points': 0.0, 'rejectedAttemptCount': 0, 'type': 'FINAL'}]"
"{'contestId': 2049, 'participantId': 199708415, 'members': [{'handle': 'Aestivate'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 273, 'startTimeSeconds': 1734705300}",3,5273.0,0,0,0,"[{'points': 498.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 117}, {'points': 732.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 409}, {'points': 940.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 951}, {'points': 1561.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 1667}, {'points': 1542.0, 'rejectedAttemptCount': 3, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 3765}, {'points': 0.0, 'rejectedAttemptCount': 0, 'type': 'FINAL'}]"
"{'contestId': 2049, 'participantId': 199744036, 'members': [{'handle': 'trunkty'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 717, 'startTimeSeconds': 1734705300}",4,5234.0,0,0,0,"[{'points': 496.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 136}, {'points': 732.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 378}, {'points': 908.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 1401}, {'points': 1505.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 2105}, {'points': 1593.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 4436}, {'points': 0.0, 'rejectedAttemptCount': 0, 'type': 'FINAL'}]"
"{'contestId': 2049, 'participantId': 199700739, 'members': [{'handle': '1.618034'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 485, 'startTimeSeconds': 1734705300}",5,5216.0,0,0,0,"[{'points': 496.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 148}, {'points': 735.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 307}, {'points': 944.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 868}, {'points': 1232.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 4446}, {'points': 1809.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 2998}, {'points': 0.0, 'rejectedAttemptCount': 0, 'type': 'FINAL'}]"
"{'contestId': 2049, 'participantId': 199705065, 'members': [{'handle': 'GCCCCCCCC'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 338, 'startTimeSeconds': 1734705300}",6,5192.0,0,0,0,"[{'points': 492.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 259}, {'points': 723.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 594}, {'points': 916.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 1271}, {'points': 1477.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 2346}, {'points': 1584.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 4473}, {'points': 0.0, 'rejectedAttemptCount': 0, 'type': 'FINAL'}]"
"{'contestId': 2049, 'participantId': 199551660, 'members': [{'handle': 'HUST_UESLESS'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 592, 'startTimeSeconds': 1734705300}",7,5176.0,0,0,0,"[{'points': 494.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 187}, {'points': 729.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 439}, {'points': 936.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 1018}, {'points': 1505.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 2150}, {'points': 1512.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 4970}, {'points': 0.0, 'rejectedAttemptCount': 0, 'type': 'FINAL'}]"
"{'contestId': 2049, 'participantId': 199736621, 'members': [{'handle': 'PowerfulNumber'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 117, 'startTimeSeconds': 1734705300}",8,5168.0,0,0,0,"[{'points': 492.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 292}, {'points': 723.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 557}, {'points': 908.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 1411}, {'points': 1512.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 2081}, {'points': 1533.0, 'rejectedAttemptCount': 3, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 3810}, {'points': 0.0, 'rejectedAttemptCount': 0, 'type': 'FINAL'}]"
"{'contestId': 2049, 'participantId': 199674529, 'members': [{'handle': 'lwm7708'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 405, 'startTimeSeconds': 1734705300}",9,5120.0,0,0,0,"[{'points': 492.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 255}, {'points': 720.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 609}, {'points': 920.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 1221}, {'points': 1512.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 2056}, {'points': 1476.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 5188}, {'points': 0.0, 'rejectedAttemptCount': 0, 'type': 'FINAL'}]"
"{'contestId': 2049, 'participantId': 199742046, 'members': [{'handle': 'leolin0214'}], 'participantType': 'CONTESTANT', 'ghost': False, 'room': 91, 'startTimeSeconds': 1734705300}",10,5029.0,0,0,0,"[{'points': 490.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 325}, {'points': 711.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 782}, {'points': 912.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 1351}, {'points': 1512.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 2040}, {'points': 1404.0, 'rejectedAttemptCount': 0, 'type': 'FINAL', 'bestSubmissionTimeSeconds': 5688}, {'points': 0.0, 'rejectedAttemptCount': 0, 'type': 'FINAL'}]"
